	Year	ref
319	1320	-7.933
320	1321	-8.701
321	1322	-7.728
322	1323	-7.833
323	1324	-9.58
324	1325	-9.732
325	1326	-7.393
326	1327	-7.064
327	1328	-8.757
328	1329	-10.776
329	1330	-8.863
330	1331	-8.932
331	1332	-8.629
332	1333	-9.103
333	1334	-8.862
334	1335	-8.122
335	1336	-9.871
336	1337	-9.555
337	1338	-8.4
338	1339	-8.587
339	1340	-8.833
340	1341	-9.062
341	1342	-8.491
342	1343	-7.792
343	1344	-9.803
344	1345	-7.505
345	1346	-8.403
346	1347	-9.806
347	1348	-8.971
348	1349	-7.485
349	1350	-10.091
350	1351	-9.163
351	1352	-7.013
352	1353	-8.43
353	1354	-8.683
354	1355	-8.567
355	1356	-8.901
356	1357	-8.739
357	1358	-7.257
358	1359	-7.59
359	1360	-9.135
360	1361	-9.328
361	1362	-6.585
362	1363	-8.266
363	1364	-9.326
364	1365	-8.575
365	1366	-7.37
366	1367	-8.85
367	1368	-7.874
368	1369	-6.911
369	1370	-9.257
370	1371	-8.217
371	1372	-9.155
372	1373	-9.294
373	1374	-9.232
374	1375	-8.14
375	1376	-9.275
376	1377	-9.082
377	1378	-8.738
378	1379	-9.613
379	1380	-9.397
380	1381	-9.207
381	1382	-8.921
382	1383	-9.269
383	1384	-8.061
384	1385	-8.583
385	1386	-8.695
386	1387	-9.456
387	1388	-8.584
388	1389	-9.436
389	1390	-8.417
390	1391	-8.344
391	1392	-8.249
392	1393	-9.198
393	1394	-7.794
394	1395	-8.296
395	1396	-9.713
396	1397	-6.906
397	1398	-8.945
398	1399	-9.218
399	1400	-8.784
400	1401	-9.516
401	1402	-9.836
402	1403	-9.573
403	1404	-7.675
404	1405	-7.892
405	1406	-9.644
406	1407	-9.588
407	1408	-8.472
408	1409	-8.19
409	1410	-6.879
410	1411	-9.016
411	1412	-8.537
412	1413	-8.275
413	1414	-9.531
414	1415	-9.083
415	1416	-7.803
416	1417	-8.795
417	1418	-8.764
418	1419	-9.804
419	1420	-9.243
420	1421	-9.097
421	1422	-8.574
422	1423	-8.628
423	1424	-8.891
424	1425	-7.818
425	1426	-8.587
426	1427	-7.897
427	1428	-9.487
