	Year	ref
319	1320	-4.164
320	1321	-5.718
321	1322	-4.065
322	1323	-4.51
323	1324	-6.932
324	1325	-6.555
325	1326	-4.49
326	1327	-5.465
327	1328	-6.433
328	1329	-6.721
329	1330	-5.35
330	1331	-5.021
331	1332	-4.21
332	1333	-5.454
333	1334	-5.068
334	1335	-4.315
335	1336	-5.541
336	1337	-5.65
337	1338	-4.86
338	1339	-3.193
339	1340	-5.792
340	1341	-3.572
341	1342	-3.358
342	1343	-3.486
343	1344	-6.177
344	1345	-3.482
345	1346	-5.935
346	1347	-6.96
347	1348	-3.69
348	1349	-4.577
349	1350	-6.478
350	1351	-5.278
351	1352	-3.965
352	1353	-5.79
353	1354	-5.271
354	1355	-3.506
355	1356	-4.785
356	1357	-4.082
357	1358	-4.283
358	1359	-2.821
359	1360	-5.859
360	1361	-6.61
361	1362	-4.493
362	1363	-4.675
363	1364	-6.422
364	1365	-6.437
365	1366	-3.856
366	1367	-5.135
367	1368	-3.755
368	1369	-3.786
369	1370	-5.612
370	1371	-3.555
371	1372	-5.306
372	1373	-6.999
373	1374	-4.3
374	1375	-4.175
375	1376	-5.809
376	1377	-3.899
377	1378	-5.044
378	1379	-7.086
379	1380	-4.73
380	1381	-5.161
381	1382	-4.55
382	1383	-4.644
383	1384	-4.143
384	1385	-3.539
385	1386	-5.793
386	1387	-4.518
387	1388	-5.997
388	1389	-6.727
389	1390	-3.267
390	1391	-3.981
391	1392	-4.5
392	1393	-5.189
393	1394	-4.089
394	1395	-5.778
395	1396	-5.602
396	1397	-5.189
397	1398	-5.563
398	1399	-6.077
399	1400	-4.493
400	1401	-4.734
401	1402	-4.824
402	1403	-6.442
403	1404	-3.512
404	1405	-4.49
405	1406	-5.924
406	1407	-6.251
407	1408	-5.327
408	1409	-3.625
409	1410	-6.206
410	1411	-6.179
411	1412	-4.447
412	1413	-4.48
413	1414	-6.603
414	1415	-5.2
415	1416	-4.023
416	1417	-5.734
417	1418	-5.366
418	1419	-6.596
419	1420	-6.175
420	1421	-3.994
421	1422	-2.887
422	1423	-3.918
423	1424	-4.479
424	1425	-4.163
425	1426	-3.939
426	1427	-4.43
427	1428	-5.515
428	1429	-5.022
429	1430	-3.702
430	1431	-4.559
431	1432	-4.677
432	1433	-4.469
433	1434	-4.469
434	1435	-4.907
435	1436	-3.607
436	1437	-4.407
437	1438	-4.415
438	1439	-5.654
439	1440	-5.302
440	1441	-4.571
441	1442	-3.585
442	1443	-5.191
443	1444	-4.411
444	1445	-5.088
445	1446	-5.439
446	1447	-5.918
447	1448	-6.504
448	1449	-3.923
449	1450	-3.593
450	1451	-3.589
451	1452	-5.993
452	1453	-5.931
453	1454	-5.109
454	1455	-5.176
455	1456	-3.491
456	1457	-4.569
457	1458	-6.737
458	1459	-6.784
459	1460	-5.706
460	1461	-4.872
461	1462	-4.107
462	1463	-3.06
463	1464	-3.406
464	1465	-6.227
465	1466	-6.946
466	1467	-5.574
467	1468	-3.657
468	1469	-3.456
469	1470	-4.394
470	1471	-4.816
471	1472	-5.499
472	1473	-6.016
473	1474	-5.665
474	1475	-4.856
475	1476	-5.399
476	1477	-2.819
477	1478	-5.04
478	1479	-5.004
479	1480	-4.158
480	1481	-5.193
481	1482	-5.973
482	1483	-5.541
483	1484	-5.916
484	1485	-2.928
485	1486	-5.84
486	1487	-6.848
487	1488	-3.609
488	1489	-5.529
489	1490	-6.368
490	1491	-4.691
491	1492	-4.233
492	1493	-5.631
493	1494	-4.739
494	1495	-4.25
495	1496	-6.134
496	1497	-5.686
497	1498	-5.387
498	1499	-5.219
499	1500	-5.34
500	1501	-6.388
501	1502	-5.817
502	1503	-5.244
503	1504	-4.955
504	1505	-6.445
505	1506	-4.532
506	1507	-3.838
507	1508	-5.857
508	1509	-4.459
509	1510	-4.461
510	1511	-6.023
511	1512	-4.243
512	1513	-6.879
513	1514	-5.208
514	1515	-4.431
515	1516	-4.74
516	1517	-5.925
517	1518	-5.727
518	1519	-3.68
519	1520	-6.281
520	1521	-4.941
521	1522	-4.63
522	1523	-3.489
523	1524	-5.988
524	1525	-4.18
525	1526	-3.693
526	1527	-6.261
527	1528	-3.206
528	1529	-4.511
529	1530	-5.798
530	1531	-4.783
531	1532	-6.23
532	1533	-6.148
533	1534	-4.889
534	1535	-5.283
535	1536	-3.423
536	1537	-5.542
537	1538	-6.338
538	1539	-4.007
539	1540	-4.184
540	1541	-6.561
541	1542	-5.34
542	1543	-4.867
543	1544	-5.983
544	1545	-4.679
545	1546	-4.129
546	1547	-4.258
547	1548	-5.636
548	1549	-4.558
549	1550	-4.3
550	1551	-5.103
551	1552	-5.861
552	1553	-3.602
553	1554	-4.507
554	1555	-6.606
555	1556	-5.627
556	1557	-3.988
557	1558	-5.083
558	1559	-4.315
559	1560	-3.867
560	1561	-3.801
561	1562	-5.268
562	1563	-4.678
563	1564	-3.543
564	1565	-5.989
565	1566	-4.254
566	1567	-4.109
567	1568	-5.958
568	1569	-4.404
569	1570	-3.928
570	1571	-4.538
571	1572	-7.215
572	1573	-5.933
573	1574	-4.806
574	1575	-5.358
575	1576	-3.938
576	1577	-6.457
577	1578	-6.022
578	1579	-4.626
579	1580	-6.395
580	1581	-6.816
581	1582	-4.46
582	1583	-4.293
583	1584	-5.898
584	1585	-4.722
585	1586	-4.56
586	1587	-6.121
587	1588	-4.959
588	1589	-4.683
589	1590	-5.948
590	1591	-4.082
591	1592	-5.813
592	1593	-6.505
593	1594	-5.59
594	1595	-4.556
595	1596	-4.429
596	1597	-4.556
597	1598	-6.196
598	1599	-4.47
599	1600	-5.325
600	1601	-4.117
601	1602	-5.379
602	1603	-6.304
603	1604	-6.093
604	1605	-3.882
605	1606	-4.521
606	1607	-4.634
607	1608	-5.974
608	1609	-3.488
609	1610	-3.934
610	1611	-5.507
611	1612	-3.845
612	1613	-3.984
613	1614	-5.956
614	1615	-3.916
615	1616	-4.223
616	1617	-5.711
617	1618	-4.461
618	1619	-6.137
619	1620	-3.74
620	1621	-4.324
621	1622	-6.216
622	1623	-3.482
623	1624	-4.609
624	1625	-4.796
625	1626	-4.004
626	1627	-5.141
627	1628	-6.765
628	1629	-4.74
629	1630	-5.138
630	1631	-6.051
631	1632	-3.481
632	1633	-3.739
633	1634	-6.192
634	1635	-5.872
635	1636	-5.874
636	1637	-5.405
637	1638	-2.759
638	1639	-4.827
639	1640	-5.931
640	1641	-4.337
641	1642	-4.43
642	1643	-5.267
643	1644	-3.564
644	1645	-3.642
645	1646	-5.697
646	1647	-7.101
647	1648	-5.787
648	1649	-3.691
649	1650	-5.791
650	1651	-6.02
651	1652	-3.748
652	1653	-6.234
653	1654	-7.113
654	1655	-6.767
655	1656	-4.061
656	1657	-4.0
657	1658	-6.28
658	1659	-6.378
659	1660	-5.102
660	1661	-3.325
661	1662	-5.03
662	1663	-4.097
663	1664	-6.529
664	1665	-5.983
665	1666	-4.251
666	1667	-5.378
667	1668	-5.332
668	1669	-3.81
669	1670	-4.202
670	1671	-4.023
671	1672	-5.156
672	1673	-5.35
673	1674	-4.757
