site,Site.detail,sample,d13C,height
MS11,MS11-Zawyat n'Bougzoul,258.6,-1.681714286,359.98
MS11,MS11-Zawyat n'Bougzoul,M206/207 258.8,-1.476833333,360.18
MS11,MS11-Zawyat n'Bougzoul,259.1,-1.626833333,360.48
MS11,MS11-Zawyat n'Bougzoul,259.4,-1.578833333,360.78
MS11,MS11-Zawyat n'Bougzoul,259.7,-1.727833333,361.08
MS11,MS11-Zawyat n'Bougzoul,260,-1.458833333,361.38
MS11,MS11-Zawyat n'Bougzoul,260.2,-1.626833333,361.58
MS11,MS11-Zawyat n'Bougzoul,260.8,-1.648833333,362.18
MS11,MS11-Zawyat n'Bougzoul,261,-1.576833333,362.38
MS11,MS11-Zawyat n'Bougzoul,261.3,-1.470833333,362.68
MS11,MS11-Zawyat n'Bougzoul,262.2,-1.759833333,363.58
MS11,MS11-Zawyat n'Bougzoul,262.7,-1.707833333,364.08
MS11,MS11-Zawyat n'Bougzoul,262.9,-1.570833333,364.28
MS11,MS11-Zawyat n'Bougzoul,263.2,-1.754833333,364.58
MS11,MS11-Zawyat n'Bougzoul,263.8,-1.408833333,365.18
MS11,MS11-Zawyat n'Bougzoul,264,-1.299833333,365.38
MS11,MS11-Zawyat n'Bougzoul,264.3,-1.259833333,365.68
MS11,MS11-Zawyat n'Bougzoul,264.6,-1.527833333,365.98
MS11,MS11-Zawyat n'Bougzoul,264.8,-1.505833333,366.18
MS11,MS11-Zawyat n'Bougzoul,265.1,-1.491833333,366.48
MS11,MS11-Zawyat n'Bougzoul,265.3,-1.450833333,366.68
MS11,MS11-Zawyat n'Bougzoul,265.6,-1.634833333,366.98
MS11,MS11-Zawyat n'Bougzoul,265.9,-1.674833333,367.28
MS11,MS11-Zawyat n'Bougzoul,266.1,-1.731833333,367.48
MS11,MS11-Zawyat n'Bougzoul,266.5,-1.467833333,367.88
MS11,MS11-Zawyat n'Bougzoul,266.7,-1.341833333,368.08
MS11,MS11-Zawyat n'Bougzoul,267,-1.267833333,368.38
MS11,MS11-Zawyat n'Bougzoul,267.3,-1.367833333,368.68
MS11,MS11-Zawyat n'Bougzoul,267.6,-1.469833333,368.98
MS11,MS11-Zawyat n'Bougzoul,268,-1.351833333,369.38
MS11,MS11-Zawyat n'Bougzoul,268.2,-1.253833333,369.58
MS11,MS11-Zawyat n'Bougzoul,268.5,-1.198833333,369.88
MS11,MS11-Zawyat n'Bougzoul,269,-1.255833333,370.38
MS11,MS11-Zawyat n'Bougzoul,269.2,-1.301833333,370.58
MS11,MS11-Zawyat n'Bougzoul,269.5,-1.365833333,370.88
MS11,MS11-Zawyat n'Bougzoul,269.9,-1.271833333,371.28
MS11,MS11-Zawyat n'Bougzoul,270.2,-1.303833333,371.58
MS11,MS11-Zawyat n'Bougzoul,270.5,-1.375833333,371.88
MS11,MS11-Zawyat n'Bougzoul,270.8,-1.264833333,372.18
MS11,MS11-Zawyat n'Bougzoul,273.4,-1.670833333,374.78
MS11,MS11-Zawyat n'Bougzoul,273.6,-1.594833333,374.98
MS11,MS11-Zawyat n'Bougzoul,274.6,-1.689833333,375.98
MS11,MS11-Zawyat n'Bougzoul,274.9,-1.311833333,376.28
MS11,MS11-Zawyat n'Bougzoul,275.2,-1.233833333,376.58
MS11,MS11-Zawyat n'Bougzoul,275.8,-1.030833333,377.18
MS11,MS11-Zawyat n'Bougzoul,276.2,-0.984833333,377.58
MS11,MS11-Zawyat n'Bougzoul,276.7,-0.650833333,378.08
MS11,MS11-Zawyat n'Bougzoul,277,-0.568833333,378.38
MS11,MS11-Zawyat n'Bougzoul,282.1,1.540166667,383.48
MS11,MS11-Zawyat n'Bougzoul,M206/207 282.4,3.587857143,383.78
MS11,MS11-Zawyat n'Bougzoul,282.7,3.991857143,384.08
MS11,MS11-Zawyat n'Bougzoul,283,4.233857143,384.38
MS11,MS11-Zawyat n'Bougzoul,283.3,3.935857143,384.68
MS11,MS11-Zawyat n'Bougzoul,283.5,3.733857143,384.88
MS11,MS11-Zawyat n'Bougzoul,283.9,4.042857143,385.28
MS11,MS11-Zawyat n'Bougzoul,284.1,4.088857143,385.48
MS11,MS11-Zawyat n'Bougzoul,284.4,3.632857143,385.78
MS11,MS11-Zawyat n'Bougzoul,284.6,3.912857143,385.98
MS11,MS11-Zawyat n'Bougzoul,284.8,3.687857143,386.18
MS11,MS11-Zawyat n'Bougzoul,285.1,4.061857143,386.48
MS11,MS11-Zawyat n'Bougzoul,285.3,4.018857143,386.68
MS11,MS11-Zawyat n'Bougzoul,285.7,4.181857143,387.08
MS11,MS11-Zawyat n'Bougzoul,286,3.533857143,387.38
MS11,MS11-Zawyat n'Bougzoul,286.4,3.097857143,387.78
MS11,MS11-Zawyat n'Bougzoul,286.6,3.280857143,387.98
MS11,MS11-Zawyat n'Bougzoul,286.9,3.526857143,388.28
MS11,MS11-Zawyat n'Bougzoul,287.2,3.238857143,388.58
MS11,MS11-Zawyat n'Bougzoul,287.6,3.581857143,388.98
MS11,MS11-Zawyat n'Bougzoul,287.8,3.980857143,389.18
MS11,MS11-Zawyat n'Bougzoul,288,3.961857143,389.38
MS11,MS11-Zawyat n'Bougzoul,288.8,3.754857143,390.18
MS11,MS11-Zawyat n'Bougzoul,289.1,3.249857143,390.48
MS11,MS11-Zawyat n'Bougzoul,289.4,3.581857143,390.78
MS11,MS11-Zawyat n'Bougzoul,289.8,2.962857143,391.18
MS11,MS11-Zawyat n'Bougzoul,290.1,2.824857143,391.48
MS11,MS11-Zawyat n'Bougzoul,290.3,3.209857143,391.68
MS11,MS11-Zawyat n'Bougzoul,291,3.018857143,392.38
MS11,MS11-Zawyat n'Bougzoul,292.6,3.634857143,393.98
MS11,MS11-Zawyat n'Bougzoul,292.8,3.894857143,394.18
MS11,MS11-Zawyat n'Bougzoul,293.2,3.556857143,394.58
MS11,MS11-Zawyat n'Bougzoul,293.6,3.165857143,394.98
MS11,MS11-Zawyat n'Bougzoul,295.2,4.425857143,396.58
MS11,MS11-Zawyat n'Bougzoul,295.6,3.728857143,396.98
MS11,MS11-Zawyat n'Bougzoul,295.9,3.672857143,397.28
MS11,MS11-Zawyat n'Bougzoul,296.1,3.492857143,397.48
MS11,MS11-Zawyat n'Bougzoul,296.4,3.442857143,397.78
MS11,MS11-Zawyat n'Bougzoul,299,3.006857143,400.38
MS11,MS11-Zawyat n'Bougzoul,302.5,3.149857143,403.88
MS11,MS11-Zawyat n'Bougzoul,302.8,3.283857143,404.18
MS11,MS11-Zawyat n'Bougzoul,303.9,3.047857143,405.28
MS11,MS11-Zawyat n'Bougzoul,304.1,3.046857143,405.48
MS11,MS11-Zawyat n'Bougzoul,M206/207 314.3,3.551285714,415.68
MS11,MS11-Zawyat n'Bougzoul,314.6,4.210285714,415.98
MS11,MS11-Zawyat n'Bougzoul,314.7,3.094285714,416.08
MS11,MS11-Zawyat n'Bougzoul,316.9,2.811285714,418.28
MS11,MS11-Zawyat n'Bougzoul,317.3,3.418285714,418.68
MS11,MS11-Zawyat n'Bougzoul,320.4,3.768285714,421.78
MS11,MS11-Zawyat n'Bougzoul,320.8,3.562285714,422.18
MS11,MS11-Zawyat n'Bougzoul,321.4,4.183285714,422.78
MS11,MS11-Zawyat n'Bougzoul,321.4,4.219285714,422.78
MS11,MS11-Zawyat n'Bougzoul,322.1,4.307285714,423.48
MS11,MS11-Zawyat n'Bougzoul,322.5,4.799285714,423.88
MS11,MS11-Zawyat n'Bougzoul,323,3.441285714,424.38
MS11,MS11-Zawyat n'Bougzoul,323.4,4.029285714,424.78
MS11,MS11-Zawyat n'Bougzoul,324,3.684285714,425.38
MS11,MS11-Zawyat n'Bougzoul,324.4,4.331285714,425.78
MS11,MS11-Zawyat n'Bougzoul,324.7,4.881285714,426.08
MS11,MS11-Zawyat n'Bougzoul,326.3,5.035285714,427.68
MS11,MS11-Zawyat n'Bougzoul,326.9,5.396285714,428.28
MS11,MS11-Zawyat n'Bougzoul,328.3,4.905285714,429.68
MS11,MS11-Zawyat n'Bougzoul,328.6,5.541285714,429.98
MS11,MS11-Zawyat n'Bougzoul,328.9,5.995285714,430.28
MS11,MS11-Zawyat n'Bougzoul,329.1,3.683285714,430.48
MS11,MS11-Zawyat n'Bougzoul,329.4,4.039285714,430.78
MS11,MS11-Zawyat n'Bougzoul,331.1,4.5468,432.48
MS11,MS11-Zawyat n'Bougzoul,331.3,5.3618,432.68
MS11,MS11-Zawyat n'Bougzoul,331.6,5.6948,432.98
MS11,MS11-Zawyat n'Bougzoul,331.6,5.7388,432.98
MS11,MS11-Zawyat n'Bougzoul,332,3.2278,433.38
MS11,MS11-Zawyat n'Bougzoul,332,3.2538,433.38
MS11,MS11-Zawyat n'Bougzoul,332.2,4.4048,433.58
MS11,MS11-Zawyat n'Bougzoul,332.7,4.4788,434.08
MS11,MS11-Zawyat n'Bougzoul,333.3,5.1648,434.68
MS11,MS11-Zawyat n'Bougzoul,334,5.0468,435.38
MS11,MS11-Zawyat n'Bougzoul,334,5.0498,435.38
MS11,MS11-Zawyat n'Bougzoul,334.3,5.4648,435.68
MS11,MS11-Zawyat n'Bougzoul,334.9,5.9518,436.28
MS11,MS11-Zawyat n'Bougzoul,335.2,5.4978,436.58
MS11,MS11-Zawyat n'Bougzoul,336.1,5.4858,437.48
MS11,MS11-Zawyat n'Bougzoul,336.3,5.5188,437.68
MS11,MS11-Zawyat n'Bougzoul,336.8,5.6768,438.18
MS11,MS11-Zawyat n'Bougzoul,336.8,5.7368,438.18
MS11,MS11-Zawyat n'Bougzoul,337,6.3338,438.38
MS11,MS11-Zawyat n'Bougzoul,337.2,6.5328,438.58
MS11,MS11-Zawyat n'Bougzoul,337.4,5.7938,438.78
MS11,MS11-Zawyat n'Bougzoul,338.3,5.3558,439.68
MS11,MS11-Zawyat n'Bougzoul,338.6,5.9928,439.98
MS11,MS11-Zawyat n'Bougzoul,339,5.6768,440.38
MS11,MS11-Zawyat n'Bougzoul,339.4,5.1008,440.78
MS11,MS11-Zawyat n'Bougzoul,M206/207 339.9,5.198142857,441.28
MS11,MS11-Zawyat n'Bougzoul,340.3,5.494142857,441.68
MS11,MS11-Zawyat n'Bougzoul,341.2,4.077142857,442.58
MS11,MS11-Zawyat n'Bougzoul,341.5,4.878142857,442.88
MS11,MS11-Zawyat n'Bougzoul,341.7,5.382142857,443.08
MS11,MS11-Zawyat n'Bougzoul,342.4,5.835142857,443.78
MS11,MS11-Zawyat n'Bougzoul,342.7,5.907142857,444.08
MS11,MS11-Zawyat n'Bougzoul,342.9,5.754142857,444.28
MS11,MS11-Zawyat n'Bougzoul,343.3,5.540142857,444.68
MS11,MS11-Zawyat n'Bougzoul,343.6,5.753142857,444.98
MS11,MS11-Zawyat n'Bougzoul,344.4,4.951142857,445.78
MS11,MS11-Zawyat n'Bougzoul,344.6,5.856142857,445.98
MS11,MS11-Zawyat n'Bougzoul,344.7,4.599142857,446.08
MS11,MS11-Zawyat n'Bougzoul,346.2,5.061142857,447.58
MS11,MS11-Zawyat n'Bougzoul,346.7,4.648142857,448.08
MS11,MS11-Zawyat n'Bougzoul,347.4,5.420142857,448.78
MS11,MS11-Zawyat n'Bougzoul,347.7,5.036142857,449.08
MS11,MS11-Zawyat n'Bougzoul,348.1,4.542142857,449.48
MS11,MS11-Zawyat n'Bougzoul,348.7,4.571142857,450.08
MS11,MS11-Zawyat n'Bougzoul,349.2,4.668142857,450.58
MS11,MS11-Zawyat n'Bougzoul,349.6,4.966142857,450.98
MS11,MS11-Zawyat n'Bougzoul,340,5.313142857,441.38
MS11,MS11-Zawyat n'Bougzoul,351.3,4.919142857,452.68
MS11,MS11-Zawyat n'Bougzoul,351.5,5.467142857,452.88
MS11,MS11-Zawyat n'Bougzoul,351.8,3.891142857,453.18
MS11,MS11-Zawyat n'Bougzoul,353.8,4.008142857,455.18
MS11,MS11-Zawyat n'Bougzoul,354.3,4.527142857,455.68
MS11,MS11-Zawyat n'Bougzoul,354.6,4.178142857,455.98
MS11,MS11-Zawyat n'Bougzoul,354.8,5.761142857,456.18
MS11,MS11-Zawyat n'Bougzoul,355.1,5.520142857,456.48
MS11,MS11-Zawyat n'Bougzoul,355.6,5.219142857,456.98
MS11,MS11-Zawyat n'Bougzoul,356,5.334142857,457.38
MS11,MS11-Zawyat n'Bougzoul,357.2,5.148142857,458.58
MS11,MS11-Zawyat n'Bougzoul,357.6,5.245142857,458.98
MS11,MS11-Zawyat n'Bougzoul,358.6,3.951142857,459.98
MS11,MS11-Zawyat n'Bougzoul,359,5.313142857,460.38
MS11,MS11-Zawyat n'Bougzoul,360,4.345142857,461.38
MS11,MS11-Zawyat n'Bougzoul,360.3,4.914142857,461.68
MS11,MS11-Zawyat n'Bougzoul,360.6,5.138142857,461.98
MS11,MS11-Zawyat n'Bougzoul,360.9,4.670142857,462.28
MS11,MS11-Zawyat n'Bougzoul,361.2,4.979142857,462.58
MS11,MS11-Zawyat n'Bougzoul,362.5,3.990142857,463.88
MS11,MS11-Zawyat n'Bougzoul,M206/207 362.8,3.9692,464.18
MS11,MS11-Zawyat n'Bougzoul,363.2,3.9652,464.58
MS11,MS11-Zawyat n'Bougzoul,363.4,3.9352,464.78
MS11,MS11-Zawyat n'Bougzoul,364.1,3.3592,465.48
MS11,MS11-Zawyat n'Bougzoul,364.4,4.5552,465.78
MS11,MS11-Zawyat n'Bougzoul,367.2,5.069285714,468.58
MS11,MS11-Zawyat n'Bougzoul,367.5,5.632285714,468.88
MS11,MS11-Zawyat n'Bougzoul,367.8,5.138285714,469.18
MS11,MS11-Zawyat n'Bougzoul,368.1,4.192285714,469.48
MS11,MS11-Zawyat n'Bougzoul,M206/207-368.5,2.2022,469.88
MS11,MS11-Zawyat n'Bougzoul,370.6,2.3892,471.98
MS11,MS11-Zawyat n'Bougzoul,370.9,2.4022,472.28
MS11,MS11-Zawyat n'Bougzoul,371.5,2.5962,472.88
MS11,MS11-Zawyat n'Bougzoul,373.4,2.0522,474.78
MS11,MS11-Zawyat n'Bougzoul,373.9,1.9632,475.28
MS11,MS11-Zawyat n'Bougzoul,374.2,2.6312,475.58
MS11,MS11-Zawyat n'Bougzoul,374.7,2.4622,476.08
MS11,MS11-Zawyat n'Bougzoul,375,3.3632,476.38
Siberia,Sukharikha,541.5212765,-3.16,6.54
Siberia,Sukharikha,541.5,-1.38,7.93
Siberia,Sukharikha,541.4043484,-3.16,13.03
Siberia,Sukharikha,541.3782615,-3.72,14.42
Siberia,Sukharikha,541.3347821,-3.91,16.74
Siberia,Sukharikha,541.3086952,-5.17,18.13
Siberia,Sukharikha,541.2565214,-5.27,20.91
Siberia,Sukharikha,541.2217383,-5,22.76
Siberia,Sukharikha,541.186957,-4.89,24.62
Siberia,Sukharikha,541.1521739,-5.12,26.47
Siberia,Sukharikha,541.126087,-5.17,27.86
Siberia,Sukharikha,541.0826095,-5.16,30.18
Siberia,Sukharikha,541.0391301,-5.77,32.5
Siberia,Sukharikha,540.9956526,-5.6,34.81
Siberia,Sukharikha,540.9521732,-5.86,37.13
Siberia,Sukharikha,540.917392,-5.1,38.99
Siberia,Sukharikha,540.8826088,-6.09,40.84
Siberia,Sukharikha,540.8478257,-6.3,42.69
Siberia,Sukharikha,540.8043482,-7.22,45.01
Siberia,Sukharikha,540.7869576,-7.3,45.94
Siberia,Sukharikha,540.7347838,-6.42,48.72
Siberia,Sukharikha,540.6913044,-6.96,51.04
Siberia,Sukharikha,540.6391307,-6.86,53.82
Siberia,Sukharikha,540.62174,-7.82,54.74
Siberia,Sukharikha,540.5695663,-7.2,57.52
Siberia,Sukharikha,540.5347831,-7.66,59.38
Siberia,Sukharikha,540.5,-8.66,61.23
Siberia,Sukharikha,540.3933352,-8.49,63.55
Siberia,Sukharikha,540.2866657,-7.43,65.87
Siberia,Sukharikha,540.1373359,-7.49,69.11
Siberia,Sukharikha,540.0520013,-7.07,70.97
Siberia,Sukharikha,539.9453365,-8.6,73.28
Siberia,Sukharikha,539.838667,-7.49,75.6
Siberia,Sukharikha,539.6040026,-6.69,80.7
Siberia,Sukharikha,539.4760029,-6.59,83.48
Siberia,Sukharikha,539.3053337,-6.15,87.19
Siberia,Sukharikha,539.1986689,-6.48,89.5
Siberia,Sukharikha,539.1133343,-6.82,91.36
Siberia,Sukharikha,539.0066694,-6.02,93.68
Siberia,Sukharikha,538.9,-5.69,95.99
Siberia,Sukharikha,538.7875015,-5.86,97.85
Siberia,Sukharikha,538.646845,-5.56,100.16
Siberia,Sukharikha,538.4781398,-4.35,102.94
Siberia,Sukharikha,538.3374712,0.23,105.26
Siberia,Sukharikha,538.1687052,1.6,108.04
Siberia,Sukharikha,538,1.66,110.82
Siberia,Sukharikha,537.9617008,1.22,113.14
Siberia,Sukharikha,537.8927855,0.34,117.31
Siberia,Sukharikha,537.8774691,-1.33,118.24
Siberia,Sukharikha,537.7779211,-1.15,124.26
Siberia,Sukharikha,537.731972,-2,127.05
Siberia,Sukharikha,537.7090057,-1.44,128.44
Siberia,Sukharikha,537.6707231,-1.36,130.75
Siberia,Sukharikha,537.6477403,-2.09,132.14
Siberia,Sukharikha,537.6094577,-2.46,134.46
Siberia,Sukharikha,537.578825,-3.34,136.31
Siberia,Sukharikha,537.5405423,-4.2,138.63
Siberia,Sukharikha,537.5022432,-2.78,140.95
Siberia,Sukharikha,537.4716105,-1.48,142.8
Siberia,Sukharikha,537.4256779,-2.19,145.58
Siberia,Sukharikha,537.4103616,-2.93,146.51
Siberia,Sukharikha,537.3490961,-3.64,150.22
Siberia,Sukharikha,537.3031471,-5.23,153
Siberia,Sukharikha,537.2878307,-4.98,153.93
Siberia,Sukharikha,537.2418816,-5,156.71
Siberia,Sukharikha,537.203599,-4.7,159.02
Siberia,Sukharikha,537.1653164,-4.29,161.34
Siberia,Sukharikha,537.0351356,-2.69,169.22
Siberia,Sukharikha,536.9891865,-3.64,172
Siberia,Sukharikha,536.9738702,-4.03,172.93
Siberia,Sukharikha,536.9049548,-4.31,177.1
Siberia,Sukharikha,536.8436894,-4.81,180.81
Siberia,Sukharikha,536.7977403,-4.22,183.59
Siberia,Sukharikha,536.7594577,-4.58,185.91
Siberia,Sukharikha,536.6905423,-4.14,190.08
Siberia,Sukharikha,536.6522432,-4.91,192.39
Siberia,Sukharikha,536.6063106,-4.49,195.17
Siberia,Sukharikha,536.5833278,-4.18,196.57
Siberia,Sukharikha,536.5603616,-4.68,197.96
Siberia,Sukharikha,536.5297288,-4.58,199.81
Siberia,Sukharikha,536.4837798,-4.91,202.59
Siberia,Sukharikha,536.4531471,-4.56,204.44
Siberia,Sukharikha,536.407198,-4.62,207.23
Siberia,Sukharikha,536.353599,-4.56,210.47
Siberia,Sukharikha,536.3076499,-4.71,213.25
Siberia,Sukharikha,536.3,-5.46,213.71
Siberia,Sukharikha,536.2596199,-5.14,216.96
Siberia,Sukharikha,536.2423053,-3.81,218.35
Siberia,Sukharikha,536.2134642,-3.49,220.67
Siberia,Sukharikha,536.1442305,-0.64,226.23
Siberia,Sukharikha,536.1326916,-2.3,227.15
Siberia,Sukharikha,536.1038505,-1.02,229.47
Siberia,Sukharikha,536.0807726,-0.94,231.33
Siberia,Sukharikha,536.0519315,-1.06,233.64
Siberia,Sukharikha,536.0230779,0.7,235.96
Siberia,Sukharikha,536,1.34,237.81
Siberia,Sukharikha,535.9347912,0.03,240.13
Siberia,Sukharikha,535.8826129,0.23,241.99
Siberia,Sukharikha,535.817404,-1.31,244.3
Siberia,Sukharikha,535.7913149,-1.46,245.23
Siberia,Sukharikha,535.726106,-1.75,247.55
Siberia,Sukharikha,535.7000169,-2.21,248.47
Siberia,Sukharikha,535.5565406,-2.26,253.57
Siberia,Sukharikha,535.5043623,-2.42,255.43
Siberia,Sukharikha,535.4260948,-2.44,258.21
Siberia,Sukharikha,535.3869751,-2.67,259.6
Siberia,Sukharikha,535.3347968,-2.99,261.45
Siberia,Sukharikha,535.295649,-3.2,262.84
Siberia,Sukharikha,535.2173815,-2.69,265.62
Siberia,Sukharikha,535.1260835,-3.14,268.87
Siberia,Sukharikha,535.0608747,-3.47,271.18
Siberia,Sukharikha,535.0086964,-3.41,273.04
Siberia,Sukharikha,534.9826072,-3.83,273.96
Siberia,Sukharikha,534.9173984,-3.76,276.28
Siberia,Sukharikha,534.8652201,-3.64,278.14
Siberia,Sukharikha,534.7869526,-3.91,280.92
Siberia,Sukharikha,534.7347743,-3.55,282.77
Siberia,Sukharikha,534.6565068,-3.2,285.55
Siberia,Sukharikha,534.6173871,-2.47,286.94
Siberia,Sukharikha,534.5521783,-1.29,289.26
Siberia,Sukharikha,534.5,1.99,291.11
Siberia,Sukharikha,534.4652158,1.39,293.89
Siberia,Sukharikha,534.4420263,0.34,295.75
Siberia,Sukharikha,534.4362351,-0.64,296.21
Siberia,Sukharikha,534.4014509,-0.64,298.99
Siberia,Sukharikha,534.3724578,-1.54,301.31
Siberia,Sukharikha,534.3318824,-1.15,304.55
Siberia,Sukharikha,534.2970982,-1.65,307.33
Siberia,Sukharikha,534.2739087,-2.09,309.19
Siberia,Sukharikha,534.2565228,-2.13,310.58
Siberia,Sukharikha,534.2217386,-1.21,313.36
Siberia,Sukharikha,534.2043527,-1.67,314.75
Siberia,Sukharikha,534.1695685,-1.5,317.53
Siberia,Sukharikha,534.146379,-1.69,319.38
Siberia,Sukharikha,534.1231895,-1.34,321.24
Siberia,Sukharikha,534.1,-2.4,323.09
Siberia,Sukharikha,534.0344174,-2.42,325.41
Siberia,Sukharikha,533.9950735,-2,326.8
Siberia,Sukharikha,533.9425962,-1.46,328.65
Siberia,Sukharikha,533.8638801,-1.59,331.43
Siberia,Sukharikha,533.8376414,-1.19,332.36
Siberia,Sukharikha,533.7720588,-0.48,334.68
Siberia,Sukharikha,533.7326867,-0.98,336.07
Siberia,Sukharikha,533.6408654,-0.44,339.31
Siberia,Sukharikha,533.5752828,-1.4,341.63
Siberia,Sukharikha,533.5621493,-1.59,342.09
Siberia,Sukharikha,533.4703281,-1.73,345.34
Siberia,Sukharikha,533.4178507,-1.44,347.19
Siberia,Sukharikha,533.3653733,-1.44,349.05
Siberia,Sukharikha,533.2997907,-1.48,351.36
Siberia,Sukharikha,533.2473133,-1.42,353.22
Siberia,Sukharikha,533.2210747,-2.21,354.14
Siberia,Sukharikha,533.1423586,-1.44,356.93
Siberia,Sukharikha,533.0636425,-1.59,359.71
Siberia,Sukharikha,532.88,-0.64,366.19
Siberia,Sukharikha,532.7887261,0.42,371.29
Siberia,Sukharikha,532.7721292,0.07,372.22
Siberia,Sukharikha,532.7223385,0.59,375
Siberia,Sukharikha,532.6476615,1.11,379.17
Siberia,Sukharikha,532.6393541,1.64,379.64
Siberia,Sukharikha,532.5895813,1.57,382.42
Siberia,Sukharikha,532.5729844,2.71,383.34
Siberia,Sukharikha,532.5148864,2.77,386.59
Siberia,Sukharikha,532.4816926,2.6,388.44
Siberia,Sukharikha,532.1,2.2,390.76
Siberia,Sukharikha,531.9170982,2.62,393.08
Siberia,Sukharikha,531.807294,3.79,394.47
Siberia,Sukharikha,531.5512157,4.63,397.71
Siberia,Sukharikha,531.4048626,4.55,399.56
Siberia,Sukharikha,531.1121566,3.75,403.27
Siberia,Sukharikha,530.8560783,3.4,406.52
Siberia,Sukharikha,530.6,2.31,409.76
Siberia,Sukharikha,530.5157847,1.11,411.61
Siberia,Sukharikha,530.4526459,1.36,413
Siberia,Sukharikha,530.326323,1.36,415.79
Siberia,Sukharikha,530.2,0.69,418.57
Siberia,Sukharikha,529.926323,0.93,424.59
Siberia,Sukharikha,529.7789689,0.9,427.84
Siberia,Sukharikha,529.6947536,0.17,429.69
Siberia,Sukharikha,529.5894617,1.47,432.01
Siberia,Sukharikha,529.4842153,0.34,434.32
Siberia,Sukharikha,529.2947536,0.63,438.5
Siberia,Sukharikha,529.1684306,0.07,441.28
Siberia,Sukharikha,529.126323,-1.34,442.2
Siberia,Sukharikha,529,-1.23,444.98
Siberia,Sukharikha,527.9,-0.81,448.23
Siberia,Sukharikha,527.7642516,0.8,449.62
Siberia,Sukharikha,527.4926573,2.22,452.4
Siberia,Sukharikha,527.3568113,2.77,453.79
Siberia,Sukharikha,527.175846,4,455.64
Siberia,Sukharikha,527.0853146,4.9,456.57
Siberia,Sukharikha,526.7684056,5.61,459.82
Siberia,Sukharikha,526.5421258,5.87,462.13
Siberia,Sukharikha,526.4515944,5.97,463.06
Siberia,Sukharikha,526.1347831,6.37,466.3
Siberia,Sukharikha,526.0442516,5.53,467.23
Siberia,Sukharikha,525.8631887,5.64,469.08
Siberia,Sukharikha,525.7726573,5.17,470.01
Siberia,Sukharikha,525.455846,5.13,473.26
Siberia,Sukharikha,525.32,4.69,474.65
Siberia,Sukharikha,525.2884568,4.46,476.96
Siberia,Sukharikha,525.2505967,4.59,479.74
Siberia,Sukharikha,525.2316735,3.67,481.13
Siberia,Sukharikha,525.1938134,3.35,483.92
Siberia,Sukharikha,525.1811934,3,484.84
Siberia,Sukharikha,525.1559534,4.06,486.7
Siberia,Sukharikha,525.1244101,3.39,489.01
Siberia,Sukharikha,525.0865501,4.11,491.79
Siberia,Sukharikha,525.06131,3.31,493.65
Siberia,Sukharikha,525.0297668,3.54,495.97
Siberia,Sukharikha,524.9792867,3.16,499.67
Siberia,Sukharikha,524.9351234,2.75,502.92
Siberia,Sukharikha,524.9161866,1.09,504.31
Siberia,Sukharikha,524.8341633,0.34,510.33
Siberia,Sukharikha,524.81524,0.4,511.72
Siberia,Sukharikha,524.79,-0.25,513.58
Siberia,Sukharikha,524.6094148,-0.21,515.89
Siberia,Sukharikha,524.3926658,-0.12,518.68
Siberia,Sukharikha,524.2120806,-1.1,520.99
Siberia,Sukharikha,524.1759168,-1.46,521.46
Siberia,Sukharikha,524.0314174,-1.61,523.31
Siberia,Sukharikha,524.0314174,-1.13,523.31
Siberia,Sukharikha,523.9591678,-1.31,524.24
Siberia,Sukharikha,523.8869181,-0.71,525.16
Siberia,Sukharikha,523.7785826,-1.19,526.55
Siberia,Sukharikha,523.5979974,-1.1,528.87
Siberia,Sukharikha,523.4895839,-0.27,530.26
Siberia,Sukharikha,523.3812483,-1.36,531.65
Siberia,Sukharikha,523.3450845,-1.27,532.12
Siberia,Sukharikha,523.2728349,-0.62,533.04
Siberia,Sukharikha,523.236749,-0.46,533.51
Siberia,Sukharikha,523.236749,-0.27,533.51
Siberia,Sukharikha,523.02,-0.33,536.29
Siberia,Sukharikha,522.9961275,-0.2,537.21
Siberia,Sukharikha,522.9842041,-0.02,537.68
Siberia,Sukharikha,522.9722549,0.09,538.14
Siberia,Sukharikha,522.9722549,0.36,538.14
Siberia,Sukharikha,522.936459,0.44,539.53
Siberia,Sukharikha,522.9125865,0.59,540.46
Siberia,Sukharikha,522.8986287,1.09,541
Siberia,Sukharikha,522.888714,1.28,541.39
Siberia,Sukharikha,522.8648415,0.69,542.31
Siberia,Sukharikha,522.6,-1.56,542.85
Siberia,Sukharikha,522.5875114,-1.71,543.31
Siberia,Sukharikha,522.5395756,-1.71,545.09
Siberia,Sukharikha,522.5146253,-1.56,546.02
Siberia,Sukharikha,522.5021636,-1.08,546.48
Siberia,Sukharikha,522.4896749,-0.92,546.95
Siberia,Sukharikha,522.4398012,-1.11,548.8
Siberia,Sukharikha,522.4398012,-0.87,548.8
Siberia,Sukharikha,522.4398012,-0.6,548.8
Siberia,Sukharikha,522.4148509,-0.29,549.73
Siberia,Sukharikha,522.4023623,-0.16,550.19
Siberia,Sukharikha,522.3899006,-0.06,550.65
Siberia,Sukharikha,522.3899006,0.07,550.65
Siberia,Sukharikha,522.34,0.78,552.51
Siberia,Sukharikha,522.2694697,0.61,554.36
Siberia,Sukharikha,522.2342045,0.69,555.29
Siberia,Sukharikha,522.2518181,-0.04,554.83
